IncidentNumber,DateTimeOfCall,CalYear,FinYear,TypeOfIncident,PumpCount,PumpHoursTotal,HourlyNominalCost(£),IncidentNominalCost(£),FinalDescription,AnimalGroupParent,PropertyType,SpecialServiceTypeCategory,SpecialServiceType,Borough,StnGroundName,AnimalClass,Code,London
7644101,13/01/2010 17:10,2010,2009/10,Special Service,1,1,260,260,SWAN STUCK BETWEEN WIRE FENCING WATER RESCUE PROCEDURE 1 IMPLEMENTED,Bird,River/canal ,Animal rescue from water,Animal rescue from water - Bird,Kingston Upon Thames,Surbiton,Bird,00AX,Outer London
7933101,14/01/2010 08:47,2010,2009/10,Special Service,1,1,260,260,DOG IN FROZEN LAKE,Dog,Lake/pond/reservoir ,Animal rescue from water,Animal rescue from water - Domestic pet,Hillingdon,Hillingdon,Mammal,00AS,Outer London
8079101,14/01/2010 14:16,2010,2009/10,Special Service,1,1,260,260,DOG IN WATER,Dog,Park ,Animal rescue from water,Animal rescue from water - Domestic pet,Richmond Upon Thames,Twickenham,Mammal,00BD,Inner London
8478101,15/01/2010 10:12,2010,2009/10,Special Service,1,1,260,260,FOX TRAPPED IN GARDEN,Fox,Domestic garden (vegetation not equipment) ,Other animal assistance,Animal assistance involving livestock - Other action,Lambeth,Brixton,Mammal,00AY,Outer London
9188101,16/01/2010 16:42,2010,2009/10,Special Service,1,1,260,260,RUNNING CALL TO BIRD TRAPPED IN TREE,Bird,Railings,Animal rescue from height,Animal rescue from height - Bird,Croydon,Woodside,Bird,00AH,Outer London
9574101,17/01/2010 10:16,2010,2009/10,Special Service,1,1,260,260,CAT TRAPPED UP CHIMNEY,Cat,House - single occupancy ,Other animal assistance,Animal assistance involving livestock - Other action,Kingston Upon Thames,Kingston,Mammal,00AX,Outer London
9596101,17/01/2010 11:26,2010,2009/10,Special Service,1,1,260,260,PIGEON STUCK IN NETTING,Bird,Other outdoor structures ,Animal rescue from height,Animal rescue from height - Bird,Redbridge,Ilford,Bird,00BC,Inner London
10111101,18/01/2010 09:59,2010,2009/10,Special Service,1,1,260,260,CAT FALLEN FROM BALCONY,Cat,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Animal rescue from height,Animal rescue from height - Domestic pet,Tower Hamlets,Poplar,Mammal,00BG,Outer London
10239101,18/01/2010 14:41,2010,2009/10,Special Service,1,1,260,260,DOG TRAPPED UNDER SHED,Dog,Private Garden Shed ,Animal rescue from water,Animal rescue from water - Domestic pet,Hillingdon,Northolt,Mammal,00AS,Outer London
10650101,19/01/2010 07:38,2010,2009/10,Special Service,1,1,260,260,DOGS TRAPPED IN LEAD,Dog,House - single occupancy ,Other animal assistance,Animal assistance involving livestock - Other action,Bromley,Bromley,Mammal,00AF,Outer London
10676101,19/01/2010 09:00,2010,2009/10,Special Service,1,1,260,260,CAT TRAPPED BEHIND WASHING MACHINE,Cat,Converted Flat/Maisonette - Up to 2 storeys ,Other animal assistance,Animal assistance involving livestock - Other action,Ealing,Acton,Mammal,00AJ,Inner London
10941101,19/01/2010 18:56,2010,2009/10,Special Service,1,1,260,260,CAT TRAPPED BEHIND SHED,Cat,Outdoor storage ,Other animal assistance,Animal assistance involving livestock - Other action,Southwark,Peckham,Mammal,00BE,Inner London
11350101,20/01/2010 16:09,2010,2009/10,Special Service,1,1,260,260,ANIMAL STUCK IN CHIMNEY,Unknown - Wild Animal,House - single occupancy ,Animal rescue from height,Wild animal rescue from height,Tower Hamlets,Shoreditch,Mammal,00BG,Outer London
11924101,21/01/2010 17:57,2010,2009/10,Special Service,1,1,260,260,DOG TRAPPED UNDER SHED,Dog,Private Garden Shed ,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,Waltham Forest,Chingford,Mammal,00BH,Inner London
11975101,21/01/2010 19:28,2010,2009/10,Special Service,1,1,260,260,CAT UP TREE,Cat,Cemetery ,Animal rescue from height,Animal rescue from height - Domestic pet,Hackney,Stoke Newington,Mammal,00AM,Outer London
12658101,23/01/2010 00:18,2010,2009/10,Special Service,1,1,260,260,CAT STUCK BETWEEN GARAGE AND FLAT,Cat,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,Barking And Dagenham,Dagenham,Mammal,00AB,Outer London
12811101,23/01/2010 10:12,2010,2009/10,Special Service,1,1,260,260,CAT STUCK IN SHED,Cat,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Other animal assistance,Animal assistance involving livestock - Other action,Bromley,Bromley,Mammal,00AF,Outer London
12883101,23/01/2010 13:27,2010,2009/10,Special Service,1,1,260,260,CAT STUCK ON ROOF,Cat,Bungalow - single occupancy ,Animal rescue from height,Animal rescue from height - Domestic pet,Hounslow,Heston,Mammal,00AT,Outer London
14274101,26/01/2010 10:01,2010,2009/10,Special Service,1,2,260,520,HORSE IN RIVER,Horse,Wasteland ,Animal rescue from water,Animal rescue from water - Farm animal,Enfield,Enfield,Mammal,00AK,Outer London
14471101,26/01/2010 16:29,2010,2009/10,Special Service,1,1,260,260,CAT STUCK UNDER BRIDGE,Cat,"Tunnel, subway ",Animal rescue from water,Animal rescue from water - Domestic pet,Richmond Upon Thames,Richmond,Mammal,00BD,Outer London
14918101,27/01/2010 13:13,2010,2009/10,Special Service,1,1,260,260,CAT STUCK IN TREE,Cat,Tree scrub ,Animal rescue from height,Animal rescue from height - Domestic pet,Barnet,Finchley,Mammal,00AC,Inner London
15165101,27/01/2010 22:39,2010,2009/10,Special Service,1,1,260,260,CAT STUCK INSIDE WALL,Cat,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Other animal assistance,Animal assistance involving livestock - Other action,Haringey,Tottenham,Mammal,00AP,Inner London
15786101,29/01/2010 08:30,2010,2009/10,Special Service,1,1,260,260,DOG WITH PAW STUCK IN GRATING,Dog,Road surface/pavement ,Other animal assistance,Animal assistance involving livestock - Other action,Lambeth,West Norwood,Mammal,00AY,Inner London
15868101,29/01/2010 11:44,2010,2009/10,Special Service,1,1,260,260,ASSIST RSPCA WITH CAT STUCK ON TOP OF BUILDING,Cat,Roadside vegetation ,Animal rescue from height,Animal rescue from height - Domestic pet,Haringey,Hornsey,Mammal,00AP,Outer London
15908101,29/01/2010 13:20,2010,2009/10,Special Service,1,1,260,260,CAT STUCK UP TREE,Cat,Woodland/forest - broadleaf/hardwood ,Animal rescue from height,Animal rescue from height - Domestic pet,Havering,Hornchurch,Mammal,00AR,Outer London
16354101,30/01/2010 09:26,2010,2009/10,Special Service,1,2,260,520,DEER TRAPPED IN FENCE,Deer,Cycle path/public footpath/bridleway ,Other animal assistance,Animal assistance - Lift heavy livestock animal,Croydon,Addington,Mammal,00AH,Outer London
16515101,30/01/2010 14:51,2010,2009/10,Special Service,1,1,260,260,CAT TRAPPED ON ROOF,Cat,Bungalow - single occupancy ,Animal rescue from height,Animal rescue from height - Domestic pet,Enfield,Southgate,Mammal,00AK,Inner London
16889101,31/01/2010 00:35,2010,2009/10,Special Service,1,1,260,260,ASSIST RSPCA WITH FOX TRAPPED BETWEEN GATES,Fox,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Other animal assistance,Animal assistance involving livestock - Other action,Wandsworth,Wandsworth,Mammal,00BJ,Outer London
17049101,31/01/2010 11:48,2010,2009/10,Special Service,1,1,260,260,DOG STUCK ON ISLAND ON PONDS WATER RESCUE LEVEL 2,Dog,Other animal boarding/breeding establishment,Other animal assistance,Animal assistance involving livestock - Other action,Waltham Forest,Leytonstone,Mammal,00BH,Inner London
17119101,31/01/2010 13:45,2010,2009/10,Special Service,1,1,260,260,DUCK HANGING FROM TREE WITH FISHING LINE,Bird,Lake/pond/reservoir ,Animal rescue from water,Animal rescue from water - Bird,Wandsworth,Tooting,Bird,00BJ,Inner London
17235101,31/01/2010 18:12,2010,2009/10,Special Service,1,2,260,520,DOG IN LAKE UNDER PONTOON,Dog,Lake/pond/reservoir ,Animal rescue from water,Animal rescue from water - Domestic pet,Wandsworth,Tooting,Mammal,00BJ,Outer London
17481101,01/02/2010 07:53,2010,2009/10,Special Service,1,1,260,260,CAT STUCK IN DUCTING,Cat,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Other animal assistance,Animal assistance involving livestock - Other action,Richmond Upon Thames,Kingston,Mammal,00BD,Inner London
17566101,01/02/2010 11:49,2010,2009/10,Special Service,1,1,260,260,ASSIST RSPCA WITH TRAPPED FOX,Fox,Road surface/pavement ,Animal rescue from below ground,Wild animal rescue from below ground,Kensington And Chelsea,Chelsea,Mammal,00AW,Outer London
18061101,02/02/2010 10:28,2010,2009/10,Special Service,1,1,260,260,CAT TRAPPED IN HEATING PIPE,Cat,House - single occupancy ,Other animal assistance,Animal assistance involving livestock - Other action,Richmond Upon Thames,Kingston,Mammal,00BD,Outer London
19467101,05/02/2010 09:44,2010,2009/10,Special Service,1,2,260,520,RUNNING CALL TO CAT UP TREE,Cat,House - single occupancy ,Animal rescue from height,Animal rescue from height - Domestic pet,Redbridge,Leytonstone,Mammal,00BC,Outer London
19519101,05/02/2010 11:54,2010,2009/10,Special Service,1,1,260,260,RUNNING CALL TO ASSIST RSPCA WITH RELEASE OF BIRD,Bird,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Animal rescue from height,Animal rescue from height - Bird,Ealing,Ealing,Bird,00AJ,Outer London
19547101,05/02/2010 13:01,2010,2009/10,Special Service,1,1,260,260,CAT STUCK IN TREE,Cat,Tree scrub ,Animal rescue from height,Animal rescue from height - Domestic pet,Barnet,Finchley,Mammal,00AC,Outer London
20305101,06/02/2010 16:12,2010,2009/10,Special Service,1,3,260,780,DOG TRAPPED IN HOLE UNDER STAIRCASE,Dog,Park ,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,Bromley,Beckenham,Mammal,00AF,Inner London
22085101,10/02/2010 13:13,2010,2009/10,Special Service,1,1,260,260,CAT STUCK IN ROOF,Cat,Factory ,Animal rescue from height,Animal rescue from height - Domestic pet,Lewisham,Deptford,Mammal,00AZ,Outer London
22340101,10/02/2010 22:23,2010,2009/10,Special Service,1,1,260,260,KITTEN STUCK UNDER FLOOR BOARD,Cat,House - single occupancy ,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,Waltham Forest,Walthamstow,Mammal,00BH,Outer London
22442101,11/02/2010 05:20,2010,2009/10,Special Service,1,1,260,260,DEER TRAPPED IN FENCE,Deer,Park ,Other animal assistance,Animal assistance - Lift heavy livestock animal,Havering,Harold Hill,Mammal,00AR,Inner London
22493101,11/02/2010 08:44,2010,2009/10,Special Service,1,1,260,260,BIRD TRAPPED IN NETTING,Bird,Single shop ,Animal rescue from height,Animal rescue from height - Bird,Haringey,Hornsey,Bird,00AP,Outer London
22580101,11/02/2010 12:24,2010,2009/10,Special Service,1,1,260,260,CAT STUCK UP CHIMNEY,Cat,House - single occupancy ,Animal rescue from height,Animal rescue from height - Domestic pet,Merton,Mitcham,Mammal,00BA,Outer London
23023101,12/02/2010 09:54,2010,2009/10,Special Service,1,1,260,260,DOG STUCK IN COFFEE TABLE,Dog,House - single occupancy ,Other animal assistance,Animal assistance involving livestock - Other action,Brent,Wembley,Mammal,00AE,Outer London
23132101,12/02/2010 13:55,2010,2009/10,Special Service,1,1,260,260,G252 RUNNING CALL TO PARROT ON UPPER WINDOW CILL,Bird,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Animal rescue from height,Animal rescue from height - Bird,Ealing,Ealing,Bird,00AJ,Inner London
23276101,12/02/2010 19:33,2010,2009/10,Special Service,1,1,260,260,ASSIST RSPCA WITH CAT TRAPPED BELOW GROUND,Cat,Pub/wine bar/bar ,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,Westminster,Lambeth,Mammal,00BK,Outer London
23565101,13/02/2010 11:50,2010,2009/10,Special Service,1,1,260,260,PIGEON TRAPPED IN WIRE ON BALCONY,Bird,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Animal rescue from height,Animal rescue from height - Bird,Croydon,Addington,Bird,00AH,Inner London
23620101,13/02/2010 13:38,2010,2009/10,Special Service,1,1,260,260,CAT STUCK BETWEEN KITCHEN CUPBOARDS AND WALL,Cat,Converted Flat/Maisonette - Up to 2 storeys ,Other animal assistance,Animal assistance involving livestock - Other action,Southwark,Old Kent Road,Mammal,00BE,Inner London
25056101,16/02/2010 10:44,2010,2009/10,Special Service,1,2,260,520,CAT STUCK UP TREE,Cat,Tree scrub ,Animal rescue from height,Animal rescue from height - Domestic pet,Southwark,Forest Hill,Mammal,00BE,Inner London
25863101,17/02/2010 20:32,2010,2009/10,Special Service,1,4,260,1040,DOG TAPPED IN RAILINGS,Dog,Park ,Other animal assistance,Animal assistance involving livestock - Other action,Tower Hamlets,Bethnal Green,Mammal,00BG,Outer London
26036101,18/02/2010 02:36,2010,2009/10,Special Service,1,1,260,260,CAT STUCK UNDER FLOOR BOARDS,Cat,House - single occupancy ,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,Harrow,Stanmore,Mammal,00AQ,Outer London
26068101,18/02/2010 06:20,2010,2009/10,Special Service,1,1,260,260,HORSE WITH LEG TRAPPED UNDER STABLE DOOR,Horse,Other animal boarding/breeding establishment,Other animal assistance,Animal assistance - Lift heavy livestock animal,Kingston Upon Thames,Surbiton,Mammal,00AX,Inner London
26735101,19/02/2010 12:53,2010,2009/10,Special Service,1,1,260,260,CAT STUCK ON HOOK,Cat,Domestic garden (vegetation not equipment) ,Animal rescue from height,Animal rescue from height - Domestic pet,Hackney,Shoreditch,Mammal,00AM,Outer London
28318101,22/02/2010 14:17,2010,2009/10,Special Service,1,1,260,260,KITTEN STUCK BEHIND BOILER,Cat,House - single occupancy ,Animal rescue from height,Animal rescue from height - Domestic pet,Ealing,Northolt,Mammal,00AJ,Outer London
29013101,23/02/2010 21:48,2010,2009/10,Special Service,1,1,260,260,PUPPY STUCK ON ROOF,Dog,Converted Flat/Maisonette - Up to 2 storeys ,Animal rescue from height,Animal rescue from height - Domestic pet,Greenwich,Eltham,Mammal,00AL,Outer London
29201101,24/02/2010 09:37,2010,2009/10,Special Service,1,1,260,260,FOX WITH HEAD TRAPPED IN IRON GATE,Fox,Railings,Other animal assistance,Animal assistance involving livestock - Other action,Barking And Dagenham,Barking,Mammal,00AB,Outer London
29349101,24/02/2010 15:36,2010,2009/10,Special Service,1,1,260,260,SMALL ANIMAL RESCUE,Unknown - Domestic Animal Or Pet,House - single occupancy ,Animal rescue from height,Animal rescue from height - Domestic pet,Bexley,Bexley,Mammal,00AD,Outer London
30019101,25/02/2010 21:41,2010,2009/10,Special Service,1,1,260,260,DOG STUCK IN CHAIR,Dog,House - single occupancy ,Animal rescue from height,Animal rescue from height - Farm animal,Barnet,Finchley,Mammal,00AC,Outer London
30735101,27/02/2010 08:17,2010,2009/10,Special Service,1,1,260,260,PIGEON TRAPPED ON BEHIND FIREPLACE,Bird,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Animal rescue from below ground,Animal rescue from below ground - Bird,Havering,Romford,Bird,00AR,Inner London
30868101,27/02/2010 14:01,2010,2009/10,Special Service,1,1,260,260,ASSIST RSPCA WITH CAT STUCK UP TREE,Cat,Road surface/pavement ,Animal rescue from height,Animal rescue from height - Domestic pet,Wandsworth,Wandsworth,Mammal,00BJ,Inner London
31007101,27/02/2010 18:48,2010,2009/10,Special Service,1,1,260,260,PERSONS LOCKED OUT OF CAR,Unknown - Heavy Livestock Animal,Car ,Other animal assistance,Animal assistance involving livestock - Other action,Lambeth,West Norwood,Mammal,00AY,Outer London
31381101,28/02/2010 11:58,2010,2009/10,Special Service,1,1,260,260,ASSIST RSPCA WITH DUCK HANGING FROM TREE OVER LAKE,Bird,Tree scrub ,Animal rescue from height,Animal rescue from height - Bird,Merton,Wimbledon,Bird,00BA,Outer London
33402101,04/03/2010 10:07,2010,2009/10,Special Service,1,1,260,260,ASSIST RSPCA,Unknown - Domestic Animal Or Pet,Woodland/forest - broadleaf/hardwood ,Animal rescue from height,Animal rescue from height - Domestic pet,Brent,Wembley,Mammal,00AE,Outer London
33920101,05/03/2010 08:30,2010,2009/10,Special Service,1,1,260,260,ASSIST RSPCA WITH CAT TRAPPED ON ROOF,Cat,House - single occupancy ,Animal rescue from height,Animal rescue from height - Domestic pet,Hillingdon,Hillingdon,Mammal,00AS,Outer London
24109,06/03/2010 14:58,2010,2009/10,Special Service,1,1,260,260,,Unknown - Domestic Animal Or Pet,Tree scrub ,Animal rescue from height,Animal rescue from height - Domestic pet,Sutton,Sutton,Mammal,00BF,Inner London
34886101,06/03/2010 20:51,2010,2009/10,Special Service,1,1,260,260,DOG TRAPPED IN RAILINGS,Dog,Railings,Other animal assistance,Animal assistance involving livestock - Other action,Hammersmith And Fulham,Fulham,Mammal,00AN,Inner London
35862101,08/03/2010 14:56,2010,2009/10,Special Service,1,1,260,260,DOG TRAPPED UNDER BUS,Dog,Bus/coach ,Other animal assistance,Animal assistance involving livestock - Other action,Camden,West Hampstead,Mammal,00AG,Outer London
36306101,09/03/2010 13:10,2010,2009/10,Special Service,1,2,260,520,ASSIST RSPCA OFFICER WITH CAT UP TREE,Cat,Other outdoor location ,Animal rescue from height,Animal rescue from height - Domestic pet,Bexley,Sidcup,Mammal,00AD,Inner London
36783101,10/03/2010 10:42,2010,2009/10,Special Service,1,1,260,260,ASSIST RSPCA WITH CAT UP TREE,Cat,Woodland/forest - conifers/softwood ,Animal rescue from height,Animal rescue from height - Domestic pet,Lambeth,Brixton,Mammal,00AY,Inner London
37009101,10/03/2010 18:29,2010,2009/10,Special Service,1,1,260,260,HAMSTER TRAPPED UNDER FLOORBOARDS,Hamster,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Animal rescue from below ground,Wild animal rescue from below ground,Islington,Islington,Mammal,00AU,Outer London
37310101,11/03/2010 08:58,2010,2009/10,Special Service,1,1,260,260,CAT STUCK IN CAR ENGINE,Cat,Car ,Other animal assistance,Animal assistance involving livestock - Other action,Barking And Dagenham,Barking,Mammal,00AB,Outer London
37604101,11/03/2010 19:27,2010,2009/10,Special Service,1,1,260,260,CAT TRAPPED IN CAR ENGINE,Cat,Car ,Other animal assistance,Animal assistance involving livestock - Other action,Barking And Dagenham,Barking,Mammal,00AB,Inner London
37935101,12/03/2010 12:40,2010,2009/10,Special Service,1,1,260,260,ASSIST RSPCA WITH PIGEON TRAPPED IN NETTING UNDER RAILWAY ARCHES,Bird,Bridge,Animal rescue from height,Animal rescue from height - Bird,Lambeth,West Norwood,Bird,00AY,Outer London
37981101,12/03/2010 14:46,2010,2009/10,Special Service,1,2,260,520,ASSIST RSPCA WITH CAT STUCK 60FT UP TREE,Cat,Other outdoor location ,Animal rescue from height,Animal rescue from height - Domestic pet,Croydon,Croydon,Mammal,00AH,Inner London
